  0.33643391  -0.62942358   0.38700000 
  0.34225041  -0.62553712   0.38700000 
  0.34806691  -0.62165066   0.38700000 
  0.35388341  -0.61776420   0.38700000 
  0.35969990  -0.61387774   0.38700000 
  0.36551640  -0.60999128   0.38700000 
  0.37133290  -0.60610482   0.38700000 
  0.37714940  -0.60221836   0.38700000 
  0.38296590  -0.59833190   0.38700000 
  0.38878240  -0.59444544   0.38700000 
  0.39459890  -0.59055898   0.38700000 
  0.40041539  -0.58667252   0.38700000 
  0.40623189  -0.58278606   0.38700000 
  0.41204839  -0.57889960   0.38700000 
  0.41786489  -0.57501314   0.38700000 
  0.42368139  -0.57112668   0.38700000 
  0.42949789  -0.56724022   0.38700000 
  0.43531438  -0.56335376   0.38700000 
  0.44113088  -0.55946730   0.38700000 
  0.44694738  -0.55558084   0.38700000 
  0.45276388  -0.55169438   0.38700000 
  0.45702228  -0.55688326   0.38700000 
  0.46128068  -0.56207214   0.38700000 
  0.46553909  -0.56726102   0.38700000 
  0.46979749  -0.57244989   0.38700000 
  0.47405589  -0.57763877   0.38700000 
  0.47831429  -0.58282765   0.38700000 
  0.48257270  -0.58801653   0.38700000 
  0.48683110  -0.59320541   0.38700000 
  0.49108950  -0.59839429   0.38700000 
  0.49534790  -0.60358316   0.38700000 
  0.49960631  -0.60877204   0.38700000 
  0.50386471  -0.61396092   0.38700000 
  0.50812311  -0.61914980   0.38700000 
  0.51238151  -0.62433868   0.38700000 
  0.51663992  -0.62952756   0.38700000 
  0.52089832  -0.63471643   0.38700000 
  0.52515672  -0.63990531   0.38700000 
  0.52941512  -0.64509419   0.38700000 
  0.53367353  -0.65028307   0.38700000 
  0.53793193  -0.65547195   0.38700000 
  0.54219033  -0.66066083   0.38700000 
  0.54644873  -0.66584970   0.38700000 
  0.55070714  -0.67103858   0.38700000 
  0.55496554  -0.67622746   0.38700000 
  0.55922394  -0.68141634   0.38700000 
  0.56348234  -0.68660522   0.38700000 
  0.56774074  -0.69179410   0.38700000 
  0.57199915  -0.69698298   0.38700000 
  0.57625755  -0.70217185   0.38700000 
  0.58051595  -0.70736073   0.38700000 
  0.58477435  -0.71254961   0.38700000 
  0.58903276  -0.71773849   0.38700000 
  0.59329116  -0.72292737   0.38700000 
  0.59754956  -0.72811625   0.38700000 
  0.60180796  -0.73330512   0.38700000 
  0.60606637  -0.73849400   0.38700000 
  0.61032477  -0.74368288   0.38700000 
  0.61458317  -0.74887176   0.38700000 
  0.61884157  -0.75406064   0.38700000 
  0.62309998  -0.75924952   0.38700000 
  0.62735838  -0.76443839   0.38700000 
  0.63161678  -0.76962727   0.38700000 
  0.63587518  -0.77481615   0.38700000 
  0.64013359  -0.78000503   0.38700000 
  0.64439199  -0.78519391   0.38700000 
  0.64865039  -0.79038279   0.38700000 
  0.65290879  -0.79557166   0.38700000 
  0.65716720  -0.80076054   0.38700000 
  0.66142560  -0.80594942   0.38700000 
  0.66568400  -0.81113830   0.38700000 
  0.65998279  -0.81494772   0.38700000 
  0.65428159  -0.81875715   0.38700000 
  0.64858038  -0.82256657   0.38700000 
  0.64287918  -0.82637599   0.38700000 
