  EFID    16/03/13     #     75  400ms             0  65  65
 7.000000000e-01 7.000000000e-01 1.050000000e+00 7.000000000e-01 0.000000000e+00
 1.063671875e+00 0.000000000e+00 3.229880485e-02 1.512832695e-02 1.400000000e+00
 7.500000000e+04 3.229880485e-02 0.000000000e+00 1.063671875e+00 0.000000000e+00
 0.000000000e+00 0.000000000e+00 1.512832695e-02 0.000000000e+00 0.000000000e+00
 1.480607441e+00 1.480103394e+00 1.479615448e+00 1.479143353e+00 1.478686857e+00
 1.478245708e+00 1.477819652e+00 1.477408437e+00 1.477011806e+00 1.476629505e+00
 1.476261278e+00 1.475906867e+00 1.475566015e+00 1.475238465e+00 1.474923958e+00
 1.474622235e+00 1.474333035e+00 1.474056099e+00 1.473791166e+00 1.473537974e+00
 1.473296263e+00 1.473065769e+00 1.472846230e+00 1.472637384e+00 1.472438966e+00
 1.472250714e+00 1.472072363e+00 1.471903648e+00 1.471744305e+00 1.471594069e+00
 1.471452675e+00 1.471319857e+00 1.471195349e+00 1.471078885e+00 1.470970199e+00
 1.470869025e+00 1.470775095e+00 1.470688143e+00 1.470607902e+00 1.470534105e+00
 1.470466484e+00 1.470404772e+00 1.470348702e+00 1.470298005e+00 1.470252415e+00
 1.470211663e+00 1.470175480e+00 1.470143601e+00 1.470115755e+00 1.470091676e+00
 1.470071094e+00 1.470053742e+00 1.470039352e+00 1.470027655e+00 1.470018383e+00
 1.470011267e+00 1.470006040e+00 1.470002433e+00 1.470000177e+00 1.469999005e+00
 1.469998648e+00 1.469998837e+00 1.469999304e+00 1.469999781e+00 1.470000000e+00
 7.804532977e+02 7.596308094e+02 7.389767452e+02 7.184962088e+02 6.981943040e+02
 6.780761346e+02 6.581468042e+02 6.384114168e+02 6.188750759e+02 5.995428854e+02
 5.804199491e+02 5.615113706e+02 5.428222538e+02 5.243577025e+02 5.061228203e+02
 4.881227111e+02 4.703624785e+02 4.528472264e+02 4.355820585e+02 4.185720787e+02
 4.018223905e+02 3.853380978e+02 3.691243044e+02 3.531861140e+02 3.375286304e+02
 3.221569573e+02 3.070761985e+02 2.922914578e+02 2.778078389e+02 2.636304455e+02
 2.497643815e+02 2.362147506e+02 2.229866565e+02 2.100852030e+02 1.975154939e+02
 1.852826329e+02 1.733917238e+02 1.618478704e+02 1.506561764e+02 1.398217455e+02
 1.293496816e+02 1.192450883e+02 1.095130695e+02 1.001587289e+02 9.118717031e+01
 8.260349741e+01 7.441281398e+01 6.662022380e+01 5.923083063e+01 5.224973821e+01
 4.568205032e+01 3.953287071e+01 3.380730314e+01 2.851045137e+01 2.364741917e+01
 1.922331028e+01 1.524322847e+01 1.171227750e+01 8.635561129e+00 6.018183115e+00
 3.865247219e+00 2.181857200e+00 9.731168175e-01 2.441298310e-01-0.000000000e+00
 2.826582500e+00 2.736100167e+00 2.647088214e+00 2.559546641e+00 2.473475449e+00
 2.388874638e+00 2.305744206e+00 2.224084155e+00 2.143894485e+00 2.065175195e+00
 1.987926285e+00 1.912147755e+00 1.837839606e+00 1.765001838e+00 1.693634449e+00
 1.623737441e+00 1.555310814e+00 1.488354567e+00 1.422868700e+00 1.358853213e+00
 1.296308107e+00 1.235233381e+00 1.175629036e+00 1.117495071e+00 1.060831486e+00
 1.005638282e+00 9.519154578e-01 8.996630142e-01 8.488809510e-01 7.995692682e-01
 7.517279657e-01 7.053570436e-01 6.604565018e-01 6.170263405e-01 5.750665595e-01
 5.345771588e-01 4.955581386e-01 4.580094987e-01 4.219312391e-01 3.873233599e-01
 3.541858611e-01 3.225187427e-01 2.923220046e-01 2.635956469e-01 2.363396696e-01
 2.105540726e-01 1.862388560e-01 1.633940198e-01 1.420195639e-01 1.221154884e-01
 1.036817933e-01 8.671847853e-02 7.122554414e-02 5.720299011e-02 4.465081644e-02
 3.356902315e-02 2.395761022e-02 1.581657765e-02 9.145925460e-03 3.945653632e-03
 2.157621712e-04-2.043748922e-03-2.832879649e-03-2.151630008e-03 0.000000000e+00
 0.000000000e+00 5.992366243e+02 1.179449864e+03 1.740639718e+03 2.282806188e+03
 2.805949273e+03 3.310068973e+03 3.795165287e+03 4.261238218e+03 4.708287763e+03
 5.136313923e+03 5.545316698e+03 5.935296089e+03 6.306252094e+03 6.658184715e+03
 6.991093951e+03 7.304979801e+03 7.599842267e+03 7.875681348e+03 8.132497045e+03
 8.370289356e+03 8.589058282e+03 8.788803824e+03 8.969525980e+03 9.131224752e+03
 9.273900139e+03 9.397552140e+03 9.502180757e+03 9.587785989e+03 9.654367837e+03
 9.701926299e+03 9.730461376e+03 9.739973069e+03 9.730461376e+03 9.701926299e+03
 9.654367837e+03 9.587785989e+03 9.502180757e+03 9.397552140e+03 9.273900139e+03
 9.131224752e+03 8.969525980e+03 8.788803824e+03 8.589058282e+03 8.370289356e+03
 8.132497045e+03 7.875681348e+03 7.599842267e+03 7.304979801e+03 6.991093951e+03
 6.658184715e+03 6.306252094e+03 5.935296089e+03 5.545316698e+03 5.136313923e+03
 4.708287763e+03 4.261238218e+03 3.795165287e+03 3.310068973e+03 2.805949273e+03
 2.282806188e+03 1.740639718e+03 1.179449864e+03 5.992366243e+02 0.000000000e+00
 5.530162411e-03 5.635418622e-03 5.744199245e-03 5.856269150e-03 5.971359334e-03
 6.089166471e-03 6.209352396e-03 6.331543490e-03 6.455329959e-03 6.580265046e-03
 6.705864241e-03 6.831604571e-03 6.956924075e-03 7.081221563e-03 7.203856788e-03
 7.324151122e-03 7.441388864e-03 7.554819263e-03 7.663659365e-03 7.767097747e-03
 7.864299193e-03 7.954410355e-03 8.036566374e-03 8.109898442e-03 8.173542210e-03
 8.226646926e-03 8.268385116e-03 8.297962613e-03 8.314628662e-03 8.317685831e-03
 8.306499421e-03 8.280506085e-03 8.239221343e-03 8.182245768e-03 8.109269601e-03
 8.020075656e-03 7.914540430e-03 7.792633401e-03 7.654414580e-03 7.500030442e-03
 7.329708431e-03 7.143750254e-03 6.942524253e-03 6.726457105e-03 6.496025143e-03
 6.251745557e-03 5.994167709e-03 5.723864767e-03 5.441425836e-03 5.147448700e-03
 4.842533279e-03 4.527275846e-03 4.202264041e-03 3.868072658e-03 3.525260197e-03
 3.174366134e-03 2.815908851e-03 2.450384167e-03 2.078264410e-03 1.699997957e-03
 1.316009181e-03 9.266987433e-04 5.324441808e-04 1.336007235e-04-2.694976883e-04
 5.748942028e-03 5.860907140e-03 5.976754244e-03 6.096243275e-03 6.219098904e-03
 6.345010079e-03 6.473629488e-03 6.604572841e-03 6.737417920e-03 6.871703474e-03
 7.006928014e-03 7.142548653e-03 7.277980080e-03 7.412593842e-03 7.545718036e-03
 7.676637579e-03 7.804595164e-03 7.928793045e-03 8.048395766e-03 8.162533930e-03
 8.270309081e-03 8.370799777e-03 8.463068826e-03 8.546171701e-03 8.619166010e-03
 8.681121916e-03 8.731133292e-03 8.768329361e-03 8.791886522e-03 8.801040006e-03
