 -0.78734105  -0.42084256   0.38700000 
 -0.79236734  -0.42352917   0.38700000 
 -0.79739364  -0.42621578   0.38700000 
 -0.80241993  -0.42890239   0.38700000 
 -0.80744623  -0.43158900   0.38700000 
 -0.81247252  -0.43427561   0.38700000 
 -0.81749882  -0.43696222   0.38700000 
 -0.82252511  -0.43964883   0.38700000 
 -0.82755140  -0.44233544   0.38700000 
 -0.83257770  -0.44502205   0.38700000 
 -0.83760399  -0.44770866   0.38700000 
 -0.84263029  -0.45039527   0.38700000 
 -0.84765658  -0.45308188   0.38700000 
 -0.85268288  -0.45576849   0.38700000 
 -0.85770917  -0.45845510   0.38700000 
 -0.86273546  -0.46114171   0.38700000 
 -0.86776176  -0.46382832   0.38700000 
 -0.87278805  -0.46651493   0.38700000 
 -0.87781435  -0.46920154   0.38700000 
 -0.88284064  -0.47188815   0.38700000 
 -0.88786694  -0.47457476   0.38700000 
 -0.89289323  -0.47726137   0.38700000 
 -0.89791952  -0.47994798   0.38700000 
 -0.90294582  -0.48263459   0.38700000 
 -0.90797211  -0.48532120   0.38700000 
 -0.91299841  -0.48800781   0.38700000 
 -0.91802470  -0.49069442   0.38700000 
 -0.92305100  -0.49338103   0.38700000 
 -0.92807729  -0.49606764   0.38700000 
 -0.93310358  -0.49875425   0.38700000 
 -0.93812988  -0.50144086   0.38700000 
 -0.94315617  -0.50412748   0.38700000 
 -0.94818247  -0.50681409   0.38700000 
 -0.95320876  -0.50950070   0.38700000 
 -0.95823505  -0.51218731   0.38700000 
 -0.96326135  -0.51487392   0.38700000 
 -0.96828764  -0.51756053   0.38700000 
 -0.97331394  -0.52024714   0.38700000 
 -0.97834023  -0.52293375   0.38700000 
 -0.98336653  -0.52562036   0.38700000 
 -0.98839282  -0.52830697   0.38700000 
 -0.99341911  -0.53099358   0.38700000 
 -0.99844541  -0.53368019   0.38700000 
 -1.00347170  -0.53636680   0.38700000 
 -1.00849800  -0.53905341   0.38700000 
 -1.01352429  -0.54174002   0.38700000 
 -1.01855059  -0.54442663   0.38700000 
 -1.02357688  -0.54711324   0.38700000 
 -1.02860317  -0.54979985   0.38700000 
 -1.03362947  -0.55248646   0.38700000 
 -1.03865576  -0.55517307   0.38700000 
 -1.04368206  -0.55785968   0.38700000 
 -1.04870835  -0.56054629   0.38700000 
 -1.05373465  -0.56323290   0.38700000 
 -1.05876094  -0.56591951   0.38700000 
 -1.06378723  -0.56860612   0.38700000 
 -1.06881353  -0.57129273   0.38700000 
 -1.07383982  -0.57397934   0.38700000 
 -1.07886612  -0.57666595   0.38700000 
 -1.08389241  -0.57935256   0.38700000 
 -1.08891871  -0.58203917   0.38700000 
 -1.09394500  -0.58472578   0.38700000 
 -1.09080327  -0.58942770   0.38700000 
 -1.08766155  -0.59412963   0.38700000 
 -1.08451982  -0.59883155   0.38700000 
 -1.08137810  -0.60353348   0.38700000 
 -1.07823637  -0.60823540   0.38700000 
 -1.07509465  -0.61293732   0.38700000 
 -1.07195292  -0.61763925   0.38700000 
 -1.06881120  -0.62234117   0.38700000 
 -1.06566947  -0.62704310   0.38700000 
 -1.06252774  -0.63174502   0.38700000 
 -1.05938602  -0.63644694   0.38700000 
 -1.05624429  -0.64114887   0.38700000 
 -1.05310257  -0.64585079   0.38700000 
 -1.04996084  -0.65055272   0.38700000 
 -1.04681912  -0.65525464   0.38700000 
 -1.04367739  -0.65995656   0.38700000 
 -1.04053567  -0.66465849   0.38700000 
 -1.03739394  -0.66936041   0.38700000 
 -1.03425221  -0.67406234   0.38700000 
 -1.03111049  -0.67876426   0.38700000 
